Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,PromptMode,LevelMode
15627,71861,CrossOpenBasicOnly,40,failure,insight,correct,,
71861,15627,CrossOpenBasicOnly,41,failure,insight,incorrect,,
15627,55203,CrossOpenBasicOnly,42,failure,insight,incorrect,,
55203,64114,CrossOpenBasicOnly,43,failure,insight,correct,,
64114,64114,CrossOpenBasicOnly,44,failure,insight,correct,,
64114,15627,CrossOpenBasicOnly,45,failure,insight,correct,,
15627,64114,CrossOpenBasicOnly,46,failure,insight,incorrect,,
64114,64114,CrossOpenBasicOnly,47,failure,insight,correct,,
64114,17340,CrossOpenBasicOnly,48,failure,,,,
83450,62406,CrossOpenBasicOnly,0,failure,insight,correct,,
62406,71827,CrossOpenBasicOnly,1,failure,insight,correct,,
71827,30883,CrossOpenBasicOnly,2,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,3,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,4,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,5,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,6,failure,insight,correct,,
30883,44246,CrossOpenBasicOnly,7,failure,insight,correct,,
44246,30883,CrossOpenBasicOnly,8,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,9,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,10,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,11,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,12,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,13,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,14,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,15,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,16,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,17,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,18,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,19,failure,insight,correct,,
30883,30883,CrossOpenBasicOnly,20,failure,insight,correct,,
30883,52967,CrossOpenBasicOnly,21,failure,unknown-incorrect,incorrect,,
52967,92656,CrossOpenBasicOnly,22,failure,unknown-incorrect,incorrect,,
92656,40590,CrossOpenBasicOnly,23,failure,unknown-incorrect,incorrect,,
40590,91844,CrossOpenBasicOnly,24,failure,insight,incorrect,,
91844,91844,CrossOpenBasicOnly,25,failure,insight,correct,,
91844,91844,CrossOpenBasicOnly,26,failure,insight,correct,,
91844,91844,CrossOpenBasicOnly,27,failure,insight,incorrect,,
91844,78463,CrossOpenBasicOnly,28,failure,unknown-incorrect,incorrect,,
78463,91844,CrossOpenBasicOnly,29,failure,insight,correct,,
91844,91844,CrossOpenBasicOnly,30,failure,insight,incorrect,,
91844,91844,CrossOpenBasicOnly,31,failure,insight,correct,,
91844,51398,CrossOpenBasicOnly,32,failure,unknown-incorrect,incorrect,,
51398,91844,CrossOpenBasicOnly,33,failure,insight,correct,,
91844,91844,CrossOpenBasicOnly,34,failure,insight,correct,,
91844,91844,CrossOpenBasicOnly,35,failure,insight,incorrect,,
91844,26068,CrossOpenBasicOnly,36,failure,insight,correct,,
26068,67984,CrossOpenBasicOnly,37,failure,insight,correct,,
67984,67984,CrossOpenBasicOnly,38,failure,insight,incorrect,,
67984,91844,CrossOpenBasicOnly,39,failure,insight,correct,,
91844,82456,CrossOpenBasicOnly,40,failure,unknown-incorrect,incorrect,,
82456,91844,CrossOpenBasicOnly,41,failure,insight,incorrect,,
91844,91844,CrossOpenBasicOnly,42,failure,insight,correct,,
91844,67984,CrossOpenBasicOnly,43,failure,insight,incorrect,,
67984,16538,CrossOpenBasicOnly,44,failure,unknown-incorrect,incorrect,,
16538,91844,CrossOpenBasicOnly,45,failure,insight,correct,,
91844,67984,CrossOpenBasicOnly,46,failure,insight,correct,,
67984,91844,CrossOpenBasicOnly,47,failure,insight,correct,,
91844,59915,CrossOpenBasicOnly,48,failure,,,,
18908,92010,CrossOpenBasicOnly,0,failure,insight,correct,,
92010,78030,CrossOpenBasicOnly,1,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,2,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,3,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,4,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,5,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,6,failure,insight,correct,,
78030,25186,CrossOpenBasicOnly,7,failure,insight,correct,,
25186,78030,CrossOpenBasicOnly,8,failure,insight,correct,,
78030,86606,CrossOpenBasicOnly,9,failure,insight,correct,,
86606,78030,CrossOpenBasicOnly,10,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,11,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,12,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,13,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,14,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,15,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,16,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,17,failure,insight,correct,,
78030,27812,CrossOpenBasicOnly,18,failure,insight,correct,,
27812,78030,CrossOpenBasicOnly,19,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,20,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,21,failure,insight,correct,,
78030,62019,CrossOpenBasicOnly,22,failure,insight,correct,,
62019,78030,CrossOpenBasicOnly,23,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,24,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,25,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,26,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,27,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,28,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,29,failure,insight,correct,,
78030,78030,CrossOpenBasicOnly,30,failure,insight,correct,,
78030,83706,CrossOpenBasicOnly,31,failure,unknown-incorrect,incorrect,,
83706,45303,CrossOpenBasicOnly,32,failure,insight,correct,,
45303,45303,CrossOpenBasicOnly,33,failure,insight,incorrect,,
45303,45303,CrossOpenBasicOnly,34,failure,insight,incorrect,,
45303,45303,CrossOpenBasicOnly,35,failure,insight,correct,,
45303,91948,CrossOpenBasicOnly,36,failure,insight,correct,,
91948,67949,CrossOpenBasicOnly,37,failure,insight,correct,,
67949,45303,CrossOpenBasicOnly,38,failure,insight,correct,,
45303,67949,CrossOpenBasicOnly,39,failure,insight,correct,,
67949,91948,CrossOpenBasicOnly,40,failure,insight,correct,,
91948,67949,CrossOpenBasicOnly,41,failure,insight,correct,,
67949,67949,CrossOpenBasicOnly,42,failure,insight,correct,,
67949,45303,CrossOpenBasicOnly,43,failure,insight,correct,,
45303,91948,CrossOpenBasicOnly,44,failure,insight,correct,,
91948,67949,CrossOpenBasicOnly,45,failure,insight,incorrect,,
67949,45303,CrossOpenBasicOnly,46,failure,insight,incorrect,,
45303,67949,CrossOpenBasicOnly,47,failure,insight,incorrect,,
67949,64963,CrossOpenBasicOnly,48,failure,,,,
26497,64560,CrossOpenBasicOnly,0,failure,insight,correct,,
64560,79721,CrossOpenBasicOnly,1,failure,insight,correct,,
79721,79721,CrossOpenBasicOnly,2,failure,insight,correct,,
79721,79721,CrossOpenBasicOnly,3,failure,insight,correct,,
79721,79721,CrossOpenBasicOnly,4,failure,insight,correct,,
79721,14823,CrossOpenBasicOnly,5,failure,insight,correct,,
14823,79721,CrossOpenBasicOnly,6,failure,insight,correct,,
79721,79721,CrossOpenBasicOnly,7,failure,insight,correct,,
79721,79721,CrossOpenBasicOnly,8,failure,insight,correct,,
79721,79721,CrossOpenBasicOnly,9,failure,insight,correct,,
79721,79721,CrossOpenBasicOnly,10,failure,insight,correct,,
79721,79721,CrossOpenBasicOnly,11,failure,insight,correct,,
79721,33934,CrossOpenBasicOnly,12,failure,insight,correct,,
33934,79721,CrossOpenBasicOnly,13,failure,insight,correct,,
79721,38619,CrossOpenBasicOnly,14,failure,insight,correct,,
38619,79721,CrossOpenBasicOnly,15,failure,insight,correct,,
79721,24778,CrossOpenBasicOnly,16,failure,,,,
14870,47944,CrossOpenBasicOnly,0,failure,insight,correct,,
47944,33164,CrossOpenBasicOnly,1,failure,insight,correct,,
33164,33164,CrossOpenBasicOnly,2,failure,insight,correct,,
33164,23407,CrossOpenBasicOnly,3,failure,insight,correct,,
23407,33164,CrossOpenBasicOnly,4,failure,insight,correct,,
33164,33164,CrossOpenBasicOnly,5,failure,insight,correct,,
33164,33164,CrossOpenBasicOnly,6,failure,insight,correct,,
33164,33164,CrossOpenBasicOnly,7,failure,insight,correct,,
33164,33164,CrossOpenBasicOnly,8,failure,insight,correct,,
33164,33164,CrossOpenBasicOnly,9,failure,insight,correct,,
33164,33164,CrossOpenBasicOnly,10,failure,insight,correct,,
33164,66688,CrossOpenBasicOnly,11,failure,insight,correct,,
66688,33164,CrossOpenBasicOnly,12,failure,insight,correct,,
33164,79232,CrossOpenBasicOnly,13,failure,insight,correct,,
79232,33164,CrossOpenBasicOnly,14,failure,insight,correct,,
33164,79232,CrossOpenBasicOnly,15,failure,insight,correct,,
79232,29692,CrossOpenBasicOnly,16,failure,,,,
64253,66852,CrossOpenBasicOnly,0,failure,insight,correct,,
66852,49394,CrossOpenBasicOnly,1,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,2,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,3,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,4,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,5,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,6,failure,insight,correct,,
49394,58923,CrossOpenBasicOnly,7,failure,insight,correct,,
58923,49394,CrossOpenBasicOnly,8,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,9,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,10,failure,insight,correct,,
49394,83105,CrossOpenBasicOnly,11,failure,insight,correct,,
83105,49394,CrossOpenBasicOnly,12,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,13,failure,insight,correct,,
49394,49394,CrossOpenBasicOnly,14,failure,insight,correct,,
49394,31307,CrossOpenBasicOnly,15,failure,insight,correct,,
31307,22653,CrossOpenBasicOnly,16,failure,,,,
61227,34583,CrossOpenBasicOnly,0,failure,insight,correct,,
34583,74850,CrossOpenBasicOnly,1,failure,insight,correct,,
74850,12360,CrossOpenBasicOnly,2,failure,unknown-incorrect,incorrect,,
12360,50205,CrossOpenBasicOnly,3,failure,insight,correct,,
50205,50205,CrossOpenBasicOnly,4,failure,insight,incorrect,,
50205,50205,CrossOpenBasicOnly,5,failure,insight,correct,,
50205,47572,CrossOpenBasicOnly,6,failure,insight,incorrect,,
47572,50205,CrossOpenBasicOnly,7,failure,insight,correct,,
50205,50205,CrossOpenBasicOnly,8,failure,insight,incorrect,,
50205,50205,CrossOpenBasicOnly,9,failure,insight,incorrect,,
50205,50205,CrossOpenBasicOnly,10,failure,insight,correct,,
50205,50205,CrossOpenBasicOnly,11,failure,insight,incorrect,,
50205,67233,CrossOpenBasicOnly,12,failure,unknown-correct,correct,,
67233,84345,CrossOpenBasicOnly,13,failure,insight,incorrect,,
84345,84345,CrossOpenBasicOnly,14,failure,insight,incorrect,,
84345,50205,CrossOpenBasicOnly,15,failure,insight,correct,,
50205,23851,CrossOpenBasicOnly,16,failure,,,,
27922,80593,CrossOpenBasicOnly,0,failure,unknown-correct,correct,,
80593,83155,CrossOpenBasicOnly,1,failure,unknown-incorrect,incorrect,,
83155,13668,CrossOpenBasicOnly,2,failure,insight,correct,,
13668,13668,CrossOpenBasicOnly,3,failure,insight,correct,,
13668,13668,CrossOpenBasicOnly,4,failure,insight,incorrect,,
13668,13668,CrossOpenBasicOnly,5,failure,insight,correct,,
13668,13668,CrossOpenBasicOnly,6,failure,insight,incorrect,,
13668,70576,CrossOpenBasicOnly,7,failure,unknown-correct,correct,,
70576,64381,CrossOpenBasicOnly,8,failure,unknown-incorrect,incorrect,,
64381,89208,CrossOpenBasicOnly,9,failure,insight,incorrect,,
89208,13668,CrossOpenBasicOnly,10,failure,insight,correct,,
13668,48612,CrossOpenBasicOnly,11,failure,insight,incorrect,,
48612,13668,CrossOpenBasicOnly,12,failure,insight,correct,,
13668,13668,CrossOpenBasicOnly,13,failure,insight,correct,,
13668,64825,CrossOpenBasicOnly,14,failure,insight,correct,,
64825,64825,CrossOpenBasicOnly,15,failure,insight,incorrect,,
64825,85094,CrossOpenBasicOnly,16,failure,,,,
19992,79465,CrossOpenBasicOnly,0,failure,unknown-incorrect,incorrect,,
79465,86791,CrossOpenBasicOnly,1,failure,insight,incorrect,,
86791,29517,CrossOpenBasicOnly,2,failure,insight,incorrect,,
29517,29517,CrossOpenBasicOnly,3,failure,insight,correct,,
29517,29517,CrossOpenBasicOnly,4,failure,insight,correct,,
29517,29517,CrossOpenBasicOnly,5,failure,insight,correct,,
29517,29517,CrossOpenBasicOnly,6,failure,insight,correct,,
29517,61564,CrossOpenBasicOnly,7,failure,insight,incorrect,,
61564,43698,CrossOpenBasicOnly,8,failure,unknown-incorrect,incorrect,,
43698,29517,CrossOpenBasicOnly,9,failure,insight,correct,,
29517,29517,CrossOpenBasicOnly,10,failure,insight,correct,,
29517,25332,CrossOpenBasicOnly,11,failure,insight,correct,,
25332,29517,CrossOpenBasicOnly,12,failure,insight,correct,,
29517,29517,CrossOpenBasicOnly,13,failure,insight,correct,,
29517,11076,CrossOpenBasicOnly,14,failure,insight,incorrect,,
11076,11076,CrossOpenBasicOnly,15,failure,insight,incorrect,,
11076,24818,CrossOpenBasicOnly,16,failure,,,,
77675,46479,GridRulesBasicOnly,0,failure,insight,correct,,
46479,30935,GridRulesBasicOnly,1,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,2,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,3,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,4,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,5,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,6,failure,insight,correct,,
30935,51806,GridRulesBasicOnly,7,failure,insight,correct,,
51806,30935,GridRulesBasicOnly,8,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,9,failure,insight,correct,,
30935,93005,GridRulesBasicOnly,10,failure,insight,correct,,
93005,30935,GridRulesBasicOnly,11,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,12,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,13,failure,insight,correct,,
30935,30935,GridRulesBasicOnly,14,failure,insight,correct,,
30935,10562,GridRulesBasicOnly,15,failure,insight,correct,,
10562,70315,GridRulesBasicOnly,16,failure,,,,
79300,20562,GridRulesBasicOnly,0,failure,unknown-incorrect,incorrect,,
20562,62221,GridRulesBasicOnly,1,failure,insight,incorrect,,
62221,69854,GridRulesBasicOnly,2,failure,insight,correct,,
69854,69854,GridRulesBasicOnly,3,failure,insight,incorrect,,
69854,69854,GridRulesBasicOnly,4,failure,insight,correct,,
69854,69854,GridRulesBasicOnly,5,failure,insight,correct,,
69854,69854,GridRulesBasicOnly,6,failure,insight,incorrect,,
69854,69854,GridRulesBasicOnly,7,failure,insight,incorrect,,
69854,69854,GridRulesBasicOnly,8,failure,insight,correct,,
69854,69854,GridRulesBasicOnly,9,failure,insight,correct,,
69854,69854,GridRulesBasicOnly,10,failure,insight,correct,,
69854,69854,GridRulesBasicOnly,11,failure,insight,incorrect,,
69854,21070,GridRulesBasicOnly,12,failure,unknown-correct,correct,,
21070,84974,GridRulesBasicOnly,13,failure,insight,incorrect,,
84974,84974,GridRulesBasicOnly,14,failure,insight,incorrect,,
84974,69854,GridRulesBasicOnly,15,failure,insight,correct,,
69854,47111,GridRulesBasicOnly,16,failure,,,,
84661,11238,GridRulesBasicOnly,0,failure,insight,correct,,
11238,87869,GridRulesBasicOnly,1,failure,insight,correct,,
87869,87869,GridRulesBasicOnly,2,failure,insight,correct,,
87869,87869,GridRulesBasicOnly,3,failure,insight,correct,,
87869,87869,GridRulesBasicOnly,4,failure,insight,correct,,
87869,87869,GridRulesBasicOnly,5,failure,insight,correct,,
87869,50523,GridRulesBasicOnly,6,failure,insight,correct,,
50523,87869,GridRulesBasicOnly,7,failure,insight,correct,,
87869,87869,GridRulesBasicOnly,8,failure,insight,correct,,
87869,87869,GridRulesBasicOnly,9,failure,insight,correct,,
87869,87869,GridRulesBasicOnly,10,failure,insight,correct,,
87869,21903,GridRulesBasicOnly,11,failure,insight,correct,,
21903,87869,GridRulesBasicOnly,12,failure,insight,correct,,
87869,87869,GridRulesBasicOnly,13,failure,insight,correct,,
87869,63510,GridRulesBasicOnly,14,failure,insight,correct,,
63510,87869,GridRulesBasicOnly,15,failure,insight,correct,,
87869,60784,GridRulesBasicOnly,16,failure,,,,
13430,86945,GridRulesBasicOnly,0,failure,insight,correct,,
86945,96431,GridRulesBasicOnly,1,failure,insight,correct,,
96431,96431,GridRulesBasicOnly,2,failure,insight,correct,,
96431,51267,GridRulesBasicOnly,3,failure,insight,correct,,
51267,96431,GridRulesBasicOnly,4,failure,insight,correct,,
96431,96431,GridRulesBasicOnly,5,failure,insight,correct,,
96431,96431,GridRulesBasicOnly,6,failure,insight,correct,,
96431,96431,GridRulesBasicOnly,7,failure,insight,correct,,
96431,96431,GridRulesBasicOnly,8,failure,insight,correct,,
96431,96431,GridRulesBasicOnly,9,failure,insight,correct,,
96431,96431,GridRulesBasicOnly,10,failure,insight,correct,,
96431,96431,GridRulesBasicOnly,11,failure,insight,correct,,
96431,40706,GridRulesBasicOnly,12,failure,insight,correct,,
40706,96431,GridRulesBasicOnly,13,failure,insight,correct,,
96431,12929,GridRulesBasicOnly,14,failure,insight,correct,,
12929,96431,GridRulesBasicOnly,15,failure,insight,correct,,
96431,33282,GridRulesBasicOnly,16,failure,,,,
24389,10333,GridRulesBasicOnly,0,failure,insight,correct,,
10333,19374,GridRulesBasicOnly,1,failure,insight,correct,,
19374,19374,GridRulesBasicOnly,2,failure,insight,correct,,
19374,19374,GridRulesBasicOnly,3,failure,insight,correct,,
19374,19374,GridRulesBasicOnly,4,failure,insight,correct,,
19374,19374,GridRulesBasicOnly,5,failure,insight,correct,,
19374,19374,GridRulesBasicOnly,6,failure,insight,correct,,
19374,44382,GridRulesBasicOnly,7,failure,unknown-incorrect,incorrect,,
44382,82503,GridRulesBasicOnly,8,failure,insight,incorrect,,
82503,82503,GridRulesBasicOnly,9,failure,insight,correct,,
82503,82503,GridRulesBasicOnly,10,failure,insight,incorrect,,
82503,82503,GridRulesBasicOnly,11,failure,insight,correct,,
82503,47213,GridRulesBasicOnly,12,failure,unknown-correct,correct,,
47213,82503,GridRulesBasicOnly,13,failure,insight,correct,,
82503,63043,GridRulesBasicOnly,14,failure,insight,incorrect,,
63043,82503,GridRulesBasicOnly,15,failure,insight,correct,,
82503,63098,GridRulesBasicOnly,16,failure,,,,
34576,23621,GridRulesBasicOnly,0,failure,insight,correct,,
23621,81226,GridRulesBasicOnly,1,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,2,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,3,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,4,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,5,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,6,failure,insight,correct,,
81226,60348,GridRulesBasicOnly,7,failure,insight,correct,,
60348,81226,GridRulesBasicOnly,8,failure,insight,correct,,
81226,69990,GridRulesBasicOnly,9,failure,insight,correct,,
69990,81226,GridRulesBasicOnly,10,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,11,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,12,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,13,failure,insight,correct,,
81226,81226,GridRulesBasicOnly,14,failure,insight,correct,,
81226,47514,GridRulesBasicOnly,15,failure,insight,correct,,
47514,95154,GridRulesBasicOnly,16,failure,,,,
83639,49981,GridRulesBasicOnly,0,failure,insight,correct,,
49981,48334,GridRulesBasicOnly,1,failure,insight,correct,,
48334,48334,GridRulesBasicOnly,2,failure,insight,correct,,
48334,48334,GridRulesBasicOnly,3,failure,insight,correct,,
48334,48334,GridRulesBasicOnly,4,failure,insight,correct,,
48334,48334,GridRulesBasicOnly,5,failure,insight,correct,,
48334,48334,GridRulesBasicOnly,6,failure,insight,correct,,
48334,40087,GridRulesBasicOnly,7,failure,unknown-correct,correct,,
40087,50852,GridRulesBasicOnly,8,failure,unknown-incorrect,incorrect,,
50852,65361,GridRulesBasicOnly,9,failure,insight,correct,,
65361,87947,GridRulesBasicOnly,10,failure,unknown-incorrect,incorrect,,
87947,99441,GridRulesBasicOnly,11,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,12,failure,insight,incorrect,,
99441,99441,GridRulesBasicOnly,13,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,14,failure,insight,incorrect,,
99441,99441,GridRulesBasicOnly,15,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,16,failure,insight,correct,,
99441,90940,GridRulesBasicOnly,17,failure,unknown-incorrect,incorrect,,
90940,99441,GridRulesBasicOnly,18,failure,insight,correct,,
99441,67461,GridRulesBasicOnly,19,failure,insight,incorrect,,
67461,99441,GridRulesBasicOnly,20,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,21,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,22,failure,insight,incorrect,,
99441,99441,GridRulesBasicOnly,23,failure,insight,incorrect,,
99441,99441,GridRulesBasicOnly,24,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,25,failure,insight,incorrect,,
99441,99441,GridRulesBasicOnly,26,failure,insight,correct,,
99441,86651,GridRulesBasicOnly,27,failure,unknown-correct,correct,,
86651,23532,GridRulesBasicOnly,28,failure,unknown-correct,correct,,
23532,14246,GridRulesBasicOnly,29,failure,unknown-incorrect,incorrect,,
14246,28436,GridRulesBasicOnly,30,failure,insight,incorrect,,
28436,99441,GridRulesBasicOnly,31,failure,insight,incorrect,,
99441,19845,GridRulesBasicOnly,32,failure,insight,correct,,
19845,93580,GridRulesBasicOnly,33,failure,unknown-correct,correct,,
93580,67461,GridRulesBasicOnly,34,failure,insight,incorrect,,
67461,99441,GridRulesBasicOnly,35,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,36,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,37,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,38,failure,insight,incorrect,,
99441,28436,GridRulesBasicOnly,39,failure,insight,incorrect,,
28436,37083,GridRulesBasicOnly,40,failure,insight,correct,,
37083,28436,GridRulesBasicOnly,41,failure,insight,incorrect,,
28436,28436,GridRulesBasicOnly,42,failure,insight,correct,,
28436,67461,GridRulesBasicOnly,43,failure,insight,incorrect,,
67461,99441,GridRulesBasicOnly,44,failure,insight,correct,,
99441,99441,GridRulesBasicOnly,45,failure,insight,correct,,
99441,28436,GridRulesBasicOnly,46,failure,insight,incorrect,,
28436,99441,GridRulesBasicOnly,47,failure,insight,correct,,
99441,50979,GridRulesBasicOnly,48,failure,,,,
39705,27810,GridRulesBasicOnly,0,failure,unknown-incorrect,incorrect,,
27810,88980,GridRulesBasicOnly,1,failure,insight,incorrect,,
88980,88980,GridRulesBasicOnly,2,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,3,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,4,failure,insight,incorrect,,
88980,88980,GridRulesBasicOnly,5,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,6,failure,insight,correct,,
88980,79457,GridRulesBasicOnly,7,failure,insight,incorrect,,
79457,88980,GridRulesBasicOnly,8,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,9,failure,insight,incorrect,,
88980,88980,GridRulesBasicOnly,10,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,11,failure,insight,incorrect,,
88980,15998,GridRulesBasicOnly,12,failure,insight,correct,,
15998,88980,GridRulesBasicOnly,13,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,14,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,15,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,16,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,17,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,18,failure,insight,correct,,
88980,83790,GridRulesBasicOnly,19,failure,insight,correct,,
83790,88980,GridRulesBasicOnly,20,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,21,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,22,failure,insight,correct,,
88980,50061,GridRulesBasicOnly,23,failure,insight,correct,,
50061,88980,GridRulesBasicOnly,24,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,25,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,26,failure,insight,correct,,
88980,87584,GridRulesBasicOnly,27,failure,insight,correct,,
87584,88980,GridRulesBasicOnly,28,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,29,failure,insight,correct,,
88980,28556,GridRulesBasicOnly,30,failure,unknown-correct,correct,,
28556,71762,GridRulesBasicOnly,31,failure,unknown-correct,correct,,
71762,87584,GridRulesBasicOnly,32,failure,insight,correct,,
87584,15998,GridRulesBasicOnly,33,failure,insight,correct,,
15998,88980,GridRulesBasicOnly,34,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,35,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,36,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,37,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,38,failure,insight,correct,,
88980,88980,GridRulesBasicOnly,39,failure,insight,correct,,
88980,71522,GridRulesBasicOnly,40,failure,insight,incorrect,,
71522,87584,GridRulesBasicOnly,41,failure,insight,incorrect,,
87584,15998,GridRulesBasicOnly,42,failure,insight,incorrect,,
15998,88980,GridRulesBasicOnly,43,failure,insight,correct,,
88980,87584,GridRulesBasicOnly,44,failure,insight,incorrect,,
87584,88980,GridRulesBasicOnly,45,failure,insight,correct,,
88980,87584,GridRulesBasicOnly,46,failure,insight,incorrect,,
87584,88980,GridRulesBasicOnly,47,failure,insight,incorrect,,
88980,77077,GridRulesBasicOnly,48,failure,,,,
11551,24276,GridRulesBasicOnly,0,failure,insight,correct,,
24276,71279,GridRulesBasicOnly,1,failure,insight,correct,,
71279,58737,GridRulesBasicOnly,2,failure,insight,correct,,
58737,58737,GridRulesBasicOnly,3,failure,insight,correct,,
58737,58737,GridRulesBasicOnly,4,failure,insight,correct,,
58737,58737,GridRulesBasicOnly,5,failure,insight,correct,,
58737,58737,GridRulesBasicOnly,6,failure,insight,correct,,
58737,58737,GridRulesBasicOnly,7,failure,insight,correct,,
58737,24453,GridRulesBasicOnly,8,failure,insight,correct,,
24453,58737,GridRulesBasicOnly,9,failure,insight,correct,,
58737,58737,GridRulesBasicOnly,10,failure,insight,correct,,
58737,58737,GridRulesBasicOnly,11,failure,insight,correct,,
58737,12719,GridRulesBasicOnly,12,failure,insight,correct,,
12719,58737,GridRulesBasicOnly,13,failure,insight,correct,,
58737,58737,GridRulesBasicOnly,14,failure,insight,correct,,
58737,12719,GridRulesBasicOnly,15,failure,insight,correct,,
12719,96902,GridRulesBasicOnly,16,failure,,,,
26171,39400,GridRulesBasicOnly,0,failure,insight,correct,,
39400,17904,GridRulesBasicOnly,1,failure,insight,correct,,
17904,39674,GridRulesBasicOnly,2,failure,insight,correct,,
39674,39674,GridRulesBasicOnly,3,failure,insight,correct,,
39674,39674,GridRulesBasicOnly,4,failure,insight,correct,,
39674,39674,GridRulesBasicOnly,5,failure,insight,correct,,
39674,39674,GridRulesBasicOnly,6,failure,insight,correct,,
39674,39674,GridRulesBasicOnly,7,failure,insight,correct,,
